Description,Price,Rating,Review Count,URL
TracFone LG Journey 4G LTE Prepaid Smartphone (Locked) - Black - 32GB - SIM Card Included - CDMA - Fustration Free Packaging,$29.99,4.4 out of 5 stars,506,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A005972527SV7BZAZ3YFB&url=%2FTracFone-LG-Journey-Prepaid-Smartphone%2Fdp%2FB09238C448%2Fref%3Dsr_1_69_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634308818%26sr%3D8-69-spons%26psc%3D1&qualifier=1634308818&id=8649568269201394&widgetName=sp_btf
TracFone LG Premier Pro Plus 4G LTE Prepaid Smartphone (Locked) - Black - 32GB - Sim Card Included - CDMA,$71.00,4.0 out of 5 stars,180,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A04763275M5XQW06ABOJ&url=%2FTracFone-Premier-Prepaid-Smartphone-Locked%2Fdp%2FB08J4J18SP%2Fref%3Dsr_1_70_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634308818%26sr%3D8-70-spons%26psc%3D1&qualifier=1634308818&id=8649568269201394&widgetName=sp_btf
Google Fi SIM Card Kit,$9.99,4.0 out of 5 stars,"2,019",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A051183338A4QJHBOHW80&url=%2FGoogle-Fi-SIM-Card-Kit%2Fdp%2FB07P5GP11P%2Fref%3Dsr_1_65_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634308835%26sr%3D8-65-spons%26psc%3D1&qualifier=1634308835&id=3980526678075877&widgetName=sp_atf_next
TracFone LG Premier Pro Plus 4G LTE Prepaid Smartphone (Locked) - Black - 32GB - Sim Card Included - CDMA,$71.00,4.0 out of 5 stars,180,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A04763275M5XQW06ABOJ&url=%2FTracFone-Premier-Prepaid-Smartphone-Locked%2Fdp%2FB08J4J18SP%2Fref%3Dsr_1_66_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634308835%26sr%3D8-66-spons%26psc%3D1&qualifier=1634308835&id=3980526678075877&widgetName=sp_atf_next
LG V40 ThinQ - 6.4In Screen - 64GB - Verizon - Black (Renewed),$194.00,4.2 out of 5 stars,69,https://www.amazon.com/LG-V40-ThinQ-Verizon-Renewed/dp/B07P5P1DLF/ref=sr_1_68?dchild=1&keywords=lg+mobile&qid=1634308835&sr=8-68
"Rugged Unlocked Cell Phones, Blackview BV5500 Plus 4G LTE Rugged Cell Phones with Android 10 IP68 Waterproof Drop Proof, 5.5"" Screen 3GB+32GB Dual SIM 4400mAh Battery for GSM T-Mobile, Black",$129.99,3.8 out of 5 stars,994,https://www.amazon.com/Blackview-BV5500-Pro-Smartphones-Black/dp/B07T6ZDRHV/ref=sr_1_70?dchild=1&keywords=lg+mobile&qid=1634308835&sr=8-70
"6.8 Inch Unlocked Smartphones,Xgody K30 Android 10.0 Cell Phone Cheap,Dual Sim Free Phones,Dual 5MP + 64GB Storage(Green)",$84.99,2.9 out of 5 stars,621,https://www.amazon.com/Unlocked-Smartphones-Xgody-K30-Android/dp/B08FSNV5XZ/ref=sr_1_72?dchild=1&keywords=lg+mobile&qid=1634308835&sr=8-72
"LG Tribute 2, 8 GB (Virgin Mobile)",$79.99,3.9 out of 5 stars,218,https://www.amazon.com/LG-Tribute-GB-Virgin-Mobile/dp/B017GGGM34/ref=sr_1_74?dchild=1&keywords=lg+mobile&qid=1634308835&sr=8-74
$25/Month Mint Mobile Wireless Plan | 15GB of 5G • 4G LTE Data + Unlimited Talk & Text for 3 Months (3-in-1 GSM SIM Card),$75.00,4.3 out of 5 stars,762,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A0769216G7FF9OAHW6C8&url=%2FMint-Mobile-Wireless-Unlimited-3-Months%2Fdp%2FB0741FC1L4%2Fref%3Dsr_1_75_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634308835%26sr%3D8-75-spons%26psc%3D1%26smid%3DA1PVJZ1CYRZAP3&qualifier=1634308835&id=3980526678075877&widgetName=sp_mtf
"$30/Month Mint Mobile Wireless Plan | Unlimited Talk, Text & Data for 3-Months (3-in-1 GSM SIM Card)",$90.00,4.1 out of 5 stars,391,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A01698211V32Z58MG63IN&url=%2FMint-Mobile-Wireless-Unlimited-3-Months%2Fdp%2FB08FXRTYPH%2Fref%3Dsr_1_76_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634308835%26sr%3D8-76-spons%26psc%3D1&qualifier=1634308835&id=3980526678075877&widgetName=sp_mtf
"LG V30 US998 64GB GSM & CDMA Smartphone (AT&T, T-Mobile, Verizon) Factory Unlocked",$829.99,4.1 out of 5 stars,96,https://www.amazon.com/LG-Electronics-LGUS998-Factory-Unlocked/dp/B077T8FB3M/ref=sr_1_77?dchild=1&keywords=lg+mobile&qid=1634308835&sr=8-77
Nokia 2.4 | Android 10 | Unlocked Smartphone | 2-Day Battery | Dual SIM | US Version | 2/32GB | 6.5-Inch Screen | Charcoal,$139.99,3.7 out of 5 stars,538,https://www.amazon.com/Nokia-Unlocked-Smartphone-Fingerprint-Assistant/dp/B08JRF9L15/ref=sr_1_79?dchild=1&keywords=lg+mobile&qid=1634308835&sr=8-79
TracFone LG Journey 4G LTE Prepaid Smartphone (Locked) - Black - 32GB - SIM Card Included - CDMA - Fustration Free Packaging,$29.99,4.4 out of 5 stars,506,https://www.amazon.com/TracFone-LG-Journey-Prepaid-Smartphone/dp/B09238C448/ref=sr_1_82?dchild=1&keywords=lg+mobile&qid=1634308835&sr=8-82
TracFone LG Journey 4G LTE Prepaid Smartphone (Locked) - Black - 32GB - SIM Card Included - CDMA - Fustration Free Packaging,$29.99,4.4 out of 5 stars,506,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg5_1?ie=UTF8&adId=A005972527SV7BZAZ3YFB&url=%2FTracFone-LG-Journey-Prepaid-Smartphone%2Fdp%2FB09238C448%2Fref%3Dsr_1_85_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634308835%26sr%3D8-85-spons%26psc%3D1&qualifier=1634308835&id=3980526678075877&widgetName=sp_btf
$15/Month Mint Mobile Wireless Plan | 4GB of 5G • 4G LTE Data + Unlimited Talk & Text for 3 Months (3-in-1 GSM SIM Card),$45.00,4.3 out of 5 stars,"2,775",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg5_1?ie=UTF8&adId=A04976201LFBJ25NNA8G9&url=%2FMint-Mobile-Wireless-Unlimited-3-Months%2Fdp%2FB0741FV7ZV%2Fref%3Dsr_1_86_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634308835%26sr%3D8-86-spons%26psc%3D1%26smid%3DA1PVJZ1CYRZAP3&qualifier=1634308835&id=3980526678075877&widgetName=sp_btf
"SAMSUNG Galaxy S20 FE 5G Factory Unlocked Android Cell Phone 128GB US Version Smartphone Pro-Grade Camera 30X Space Zoom Night Mode, Cloud Navy",$599.99,4.6 out of 5 stars,"7,059",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A08321811Y6GC26RJ78II&url=%2FSamsung-Factory-Unlocked-Smartphone-Pro-Grade%2Fdp%2FB08FYTSXGQ%2Fref%3Dsr_1_81_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634308847%26sr%3D8-81-spons%26psc%3D1&qualifier=1634308847&id=5842968231657447&widgetName=sp_atf_next
"[Sturdy Version] VICSEED 15"" Long Cup Holder Phone Mount, [Stable & Adjustable] Gooseneck Automobile Cup Phone Holder for Car, Compatible with iPhone 13 12 SE Galaxy LG Pixel All Mobile Phones",$35.99,4.5 out of 5 stars,965,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A04290853JXRDJ8CFNYPV&url=%2FVICSEED-Upgraded-Stable-Holder-Universal%2Fdp%2FB0839FX5RL%2Fref%3Dsr_1_82_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634308847%26sr%3D8-82-spons%26psc%3D1&qualifier=1634308847&id=5842968231657447&widgetName=sp_atf_next
LG Optimus Zone 2 (Verizon Prepaid),$44.99,3.8 out of 5 stars,172,https://www.amazon.com/LG-Optimus-Zone-Verizon-Prepaid/dp/B00LOVW1AQ/ref=sr_1_85?dchild=1&keywords=lg+mobile&qid=1634308847&sr=8-85
$25/Month Mint Mobile Wireless Plan | 15GB of 5G • 4G LTE Data + Unlimited Talk & Text for 3 Months (3-in-1 GSM SIM Card),$75.00,4.3 out of 5 stars,762,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A0769216G7FF9OAHW6C8&url=%2FMint-Mobile-Wireless-Unlimited-3-Months%2Fdp%2FB0741FC1L4%2Fref%3Dsr_1_91_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634308847%26sr%3D8-91-spons%26psc%3D1%26smid%3DA1PVJZ1CYRZAP3&qualifier=1634308847&id=5842968231657447&widgetName=sp_mtf
Tracfone Keep Your Own Phone 3-in-1 Prepaid SIM Kit,$1.00,4.3 out of 5 stars,"4,094",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A04754351M6XYX7VV97A9&url=%2FeGift-Promotion-Tracfone-Phone-Prepaid%2Fdp%2FB0728N8PT9%2Fref%3Dsr_1_92_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634308847%26sr%3D8-92-spons%26psc%3D1&qualifier=1634308847&id=5842968231657447&widgetName=sp_mtf
At&t Prepaid LG Xpression Plus Prepaid Smartphone,$99.99,4.3 out of 5 stars,162,https://www.amazon.com/At-Prepaid-Xpression-Plus-Smartphone/dp/B07MBWWM25/ref=sr_1_94?dchild=1&keywords=lg+mobile&qid=1634308847&sr=8-94
Moto G Play | 2021 | 3-Day battery | Unlocked | Made for US by Motorola | 3/32GB | 13MP Camera | Blue,$169.99,4.4 out of 5 stars,"5,196",https://www.amazon.com/3-Day-battery-Unlocked-Motorola-Camera/dp/B08NWGBHG3/ref=sr_1_96?dchild=1&keywords=lg+mobile&qid=1634308847&sr=8-96
Net10 LG Premier Pro Plus 4G LTE Prepaid Smartphone (Locked) - Black - 32GB - Sim Card Included - CDMA,$68.08,4.6 out of 5 stars,12,https://www.amazon.com/Net10-Premier-Prepaid-Smartphone-Locked/dp/B08J5J916G/ref=sr_1_100?dchild=1&keywords=lg+mobile&qid=1634308847&sr=8-100
TracFone LG Journey 4G LTE Prepaid Smartphone (Locked) - Black - 32GB - SIM Card Included - CDMA - Fustration Free Packaging,$29.99,4.4 out of 5 stars,506,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg6_1?ie=UTF8&adId=A005972527SV7BZAZ3YFB&url=%2FTracFone-LG-Journey-Prepaid-Smartphone%2Fdp%2FB09238C448%2Fref%3Dsr_1_101_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634308847%26sr%3D8-101-spons%26psc%3D1&qualifier=1634308847&id=5842968231657447&widgetName=sp_btf
TracFone LG Premier Pro Plus 4G LTE Prepaid Smartphone (Locked) - Black - 32GB - Sim Card Included - CDMA,$71.00,4.0 out of 5 stars,180,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg6_1?ie=UTF8&adId=A04763275M5XQW06ABOJ&url=%2FTracFone-Premier-Prepaid-Smartphone-Locked%2Fdp%2FB08J4J18SP%2Fref%3Dsr_1_102_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634308847%26sr%3D8-102-spons%26psc%3D1&qualifier=1634308847&id=5842968231657447&widgetName=sp_btf
Google Fi SIM Card Kit,$9.99,4.0 out of 5 stars,"2,019",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg7_1?ie=UTF8&adId=A051183338A4QJHBOHW80&url=%2FGoogle-Fi-SIM-Card-Kit%2Fdp%2FB07P5GP11P%2Fref%3Dsr_1_97_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634308864%26sr%3D8-97-spons%26psc%3D1&qualifier=1634308864&id=8238458664232481&widgetName=sp_atf_next
TracFone LG Premier Pro Plus 4G LTE Prepaid Smartphone (Locked) - Black - 32GB - Sim Card Included - CDMA,$71.00,4.0 out of 5 stars,180,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg7_1?ie=UTF8&adId=A04763275M5XQW06ABOJ&url=%2FTracFone-Premier-Prepaid-Smartphone-Locked%2Fdp%2FB08J4J18SP%2Fref%3Dsr_1_98_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634308864%26sr%3D8-98-spons%26psc%3D1&qualifier=1634308864&id=8238458664232481&widgetName=sp_atf_next
LG AKA H788 Mobile Phone (Blue) - International Version No Warranty,$188.99,5.0 out of 5 stars,2,https://www.amazon.com/LG-H788-Mobile-Phone-Blue/dp/B00VGJ64PY/ref=sr_1_101?dchild=1&keywords=lg+mobile&qid=1634308864&sr=8-101
Net10 LG K31 Rebel 4G LTE Prepaid Smartphone (Locked) - Black - 32GB - Sim Card Included - CDMA,$39.99,4.2 out of 5 stars,158,https://www.amazon.com/Net10-Rebel-Prepaid-Smartphone-Locked/dp/B08J5JLKTT/ref=sr_1_102?dchild=1&keywords=lg+mobile&qid=1634308864&sr=8-102
LG K40 X420 32GB Unlocked GSM Phone w/ 16MP Camera - Aurora Black (Renewed),$99.99,3.9 out of 5 stars,163,https://www.amazon.com/LG-X420-Unlocked-Phone-Camera/dp/B083JJGXQK/ref=sr_1_105?dchild=1&keywords=lg+mobile&qid=1634308864&sr=8-105
"$30/Month Mint Mobile Wireless Plan | Unlimited Talk, Text & Data for 3-Months (3-in-1 GSM SIM Card)",$90.00,4.1 out of 5 stars,391,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg7_1?ie=UTF8&adId=A01698211V32Z58MG63IN&url=%2FMint-Mobile-Wireless-Unlimited-3-Months%2Fdp%2FB08FXRTYPH%2Fref%3Dsr_1_107_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634308864%26sr%3D8-107-spons%26psc%3D1&qualifier=1634308864&id=8238458664232481&widgetName=sp_mtf
$25/Month Mint Mobile Wireless Plan | 15GB of 5G • 4G LTE Data + Unlimited Talk & Text for 3 Months (3-in-1 GSM SIM Card),$75.00,4.3 out of 5 stars,762,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg7_1?ie=UTF8&adId=A0769216G7FF9OAHW6C8&url=%2FMint-Mobile-Wireless-Unlimited-3-Months%2Fdp%2FB0741FC1L4%2Fref%3Dsr_1_108_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634308864%26sr%3D8-108-spons%26psc%3D1%26smid%3DA1PVJZ1CYRZAP3&qualifier=1634308864&id=8238458664232481&widgetName=sp_mtf
TracFone LG Journey 4G LTE Prepaid Smartphone (Locked) - Black - 32GB - SIM Card Included - CDMA - Fustration Free Packaging,$29.99,4.4 out of 5 stars,506,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg7_1?ie=UTF8&adId=A005972527SV7BZAZ3YFB&url=%2FTracFone-LG-Journey-Prepaid-Smartphone%2Fdp%2FB09238C448%2Fref%3Dsr_1_117_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634308864%26sr%3D8-117-spons%26psc%3D1&qualifier=1634308864&id=8238458664232481&widgetName=sp_btf
$15/Month Mint Mobile Wireless Plan | 4GB of 5G • 4G LTE Data + Unlimited Talk & Text for 3 Months (3-in-1 GSM SIM Card),$45.00,4.3 out of 5 stars,"2,775",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg7_1?ie=UTF8&adId=A04976201LFBJ25NNA8G9&url=%2FMint-Mobile-Wireless-Unlimited-3-Months%2Fdp%2FB0741FV7ZV%2Fref%3Dsr_1_118_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634308864%26sr%3D8-118-spons%26psc%3D1%26smid%3DA1PVJZ1CYRZAP3&qualifier=1634308864&id=8238458664232481&widgetName=sp_btf
Google Fi SIM Card Kit,$9.99,4.0 out of 5 stars,"2,019",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg8_1?ie=UTF8&adId=A051183338A4QJHBOHW80&url=%2FGoogle-Fi-SIM-Card-Kit%2Fdp%2FB07P5GP11P%2Fref%3Dsr_1_113_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634308878%26sr%3D8-113-spons%26psc%3D1&qualifier=1634308878&id=4722119132119779&widgetName=sp_atf_next
TracFone LG Premier Pro Plus 4G LTE Prepaid Smartphone (Locked) - Black - 32GB - Sim Card Included - CDMA,$71.00,4.0 out of 5 stars,180,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg8_1?ie=UTF8&adId=A04763275M5XQW06ABOJ&url=%2FTracFone-Premier-Prepaid-Smartphone-Locked%2Fdp%2FB08J4J18SP%2Fref%3Dsr_1_114_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634308878%26sr%3D8-114-spons%26psc%3D1&qualifier=1634308878&id=4722119132119779&widgetName=sp_atf_next
"TCL 10L, Unlocked Android Smartphone with 6.53"" FHD + LCD Display, 48MP Quad Rear Camera System, 64GB+6GB RAM, 4000mAh Battery - Arctic White",$249.99,4.4 out of 5 stars,"3,305",https://www.amazon.com/TCL-Unlocked-Android-Smartphone-Display/dp/B087LY84RT/ref=sr_1_116?dchild=1&keywords=lg+mobile&qid=1634308878&sr=8-116
Simple Mobile Carrier-Locked Samsung Galaxy A50 4G LTE Prepaid Smartphone - Black - 64GB - Sim Card Included - GSM,$166.89,4.6 out of 5 stars,33,https://www.amazon.com/Simple-Mobile-Carrier-Locked-Samsung-Smartphone/dp/B084GXNHGF/ref=sr_1_117?dchild=1&keywords=lg+mobile&qid=1634308878&sr=8-117
"$30/Month Mint Mobile Wireless Plan | Unlimited Talk, Text & Data for 3-Months (3-in-1 GSM SIM Card)",$90.00,4.1 out of 5 stars,391,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg8_1?ie=UTF8&adId=A01698211V32Z58MG63IN&url=%2FMint-Mobile-Wireless-Unlimited-3-Months%2Fdp%2FB08FXRTYPH%2Fref%3Dsr_1_123_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634308878%26sr%3D8-123-spons%26psc%3D1&qualifier=1634308878&id=4722119132119779&widgetName=sp_mtf
$25/Month Mint Mobile Wireless Plan | 15GB of 5G • 4G LTE Data + Unlimited Talk & Text for 3 Months (3-in-1 GSM SIM Card),$75.00,4.3 out of 5 stars,762,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg8_1?ie=UTF8&adId=A0769216G7FF9OAHW6C8&url=%2FMint-Mobile-Wireless-Unlimited-3-Months%2Fdp%2FB0741FC1L4%2Fref%3Dsr_1_124_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634308878%26sr%3D8-124-spons%26psc%3D1%26smid%3DA1PVJZ1CYRZAP3&qualifier=1634308878&id=4722119132119779&widgetName=sp_mtf
LG K61 4G LTE Quad Camera 128GB / 4GB Ram (AT&T/Cricket/Mint/Tmobile) Latin Caribbean 6.53 Octa Core (White),$249.99,,,https://www.amazon.com/Camera-128GB-Cricket-Tmobile-Caribbean/dp/B08LMKKBYD/ref=sr_1_126?dchild=1&keywords=lg+mobile&qid=1634308878&sr=8-126
"SAMSUNG Galaxy S20 FE 5G Factory Unlocked Android Cell Phone 128GB US Version Smartphone Pro-Grade Camera 30X Space Zoom Night Mode, Cloud Red",$699.99,4.6 out of 5 stars,"7,059",https://www.amazon.com/Samsung-Factory-Unlocked-Smartphone-Pro-Grade/dp/B08FYV84JT/ref=sr_1_129?dchild=1&keywords=lg+mobile&qid=1634308878&sr=8-129
TracFone LG Journey 4G LTE Prepaid Smartphone (Locked) - Black - 32GB - SIM Card Included - CDMA - Fustration Free Packaging,$29.99,4.4 out of 5 stars,506,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg8_1?ie=UTF8&adId=A005972527SV7BZAZ3YFB&url=%2FTracFone-LG-Journey-Prepaid-Smartphone%2Fdp%2FB09238C448%2Fref%3Dsr_1_133_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634308878%26sr%3D8-133-spons%26psc%3D1&qualifier=1634308878&id=4722119132119779&widgetName=sp_btf
$15/Month Mint Mobile Wireless Plan | 4GB of 5G • 4G LTE Data + Unlimited Talk & Text for 3 Months (3-in-1 GSM SIM Card),$45.00,4.3 out of 5 stars,"2,775",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg8_1?ie=UTF8&adId=A04976201LFBJ25NNA8G9&url=%2FMint-Mobile-Wireless-Unlimited-3-Months%2Fdp%2FB0741FV7ZV%2Fref%3Dsr_1_134_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634308878%26sr%3D8-134-spons%26psc%3D1%26smid%3DA1PVJZ1CYRZAP3&qualifier=1634308878&id=4722119132119779&widgetName=sp_btf
Google Fi SIM Card Kit,$9.99,4.0 out of 5 stars,"2,019",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg9_1?ie=UTF8&adId=A051183338A4QJHBOHW80&url=%2FGoogle-Fi-SIM-Card-Kit%2Fdp%2FB07P5GP11P%2Fref%3Dsr_1_129_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634308890%26sr%3D8-129-spons%26psc%3D1&qualifier=1634308890&id=6365265519531459&widgetName=sp_atf_next
TracFone LG Premier Pro Plus 4G LTE Prepaid Smartphone (Locked) - Black - 32GB - Sim Card Included - CDMA,$71.00,4.0 out of 5 stars,180,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg9_1?ie=UTF8&adId=A04763275M5XQW06ABOJ&url=%2FTracFone-Premier-Prepaid-Smartphone-Locked%2Fdp%2FB08J4J18SP%2Fref%3Dsr_1_130_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634308890%26sr%3D8-130-spons%26psc%3D1&qualifier=1634308890&id=6365265519531459&widgetName=sp_atf_next
"TCL 10 Pro Unlocked Android Smartphone with 6.47"" AMOLED FHD + Display, 64MP Quad Rear Camera System, 128GB+6GB RAM, 4500mAh Fast Charging Battery",$399.99,4.2 out of 5 stars,822,https://www.amazon.com/TCL-Unlocked-Android-Smartphone-Charging/dp/B087LZNMYB/ref=sr_1_134?dchild=1&keywords=lg+mobile&qid=1634308890&sr=8-134
"$30/Month Mint Mobile Wireless Plan | Unlimited Talk, Text & Data for 3-Months (3-in-1 GSM SIM Card)",$90.00,4.1 out of 5 stars,391,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg9_1?ie=UTF8&adId=A01698211V32Z58MG63IN&url=%2FMint-Mobile-Wireless-Unlimited-3-Months%2Fdp%2FB08FXRTYPH%2Fref%3Dsr_1_139_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634308890%26sr%3D8-139-spons%26psc%3D1&qualifier=1634308890&id=6365265519531459&widgetName=sp_mtf
$25/Month Mint Mobile Wireless Plan | 15GB of 5G • 4G LTE Data + Unlimited Talk & Text for 3 Months (3-in-1 GSM SIM Card),$75.00,4.3 out of 5 stars,762,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg9_1?ie=UTF8&adId=A0769216G7FF9OAHW6C8&url=%2FMint-Mobile-Wireless-Unlimited-3-Months%2Fdp%2FB0741FC1L4%2Fref%3Dsr_1_140_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634308890%26sr%3D8-140-spons%26psc%3D1%26smid%3DA1PVJZ1CYRZAP3&qualifier=1634308890&id=6365265519531459&widgetName=sp_mtf
"Rugged Unlocked Cell Phones, Blackview BV5500 Plus 4G LTE Rugged Cell Phones with Android 10 IP68 Waterproof Drop Proof, 5.5"" Screen 3GB+32GB Dual SIM 4400mAh Battery for GSM T-Mobile, Black",$129.99,3.8 out of 5 stars,994,https://www.amazon.com/Blackview-BV5500-Pro-Smartphones-Black/dp/B07T6ZDRHV/ref=sr_1_142?dchild=1&keywords=lg+mobile&qid=1634308890&sr=8-142
"Ushining 3G Unlocked Flip Cell Phone for Senior & Kids, Easy-to-Use Big Button Cell Phone with Charging Dock, A&T or T-Mobile Card Suitable (Black)",$60.99,3.3 out of 5 stars,573,https://www.amazon.com/Ushining-Unlocked-Charging-T-Mobile-Suitable/dp/B07PJYLR4P/ref=sr_1_143?dchild=1&keywords=lg+mobile&qid=1634308890&sr=8-143
"Samsung Galaxy A71 A715F/DS, 4G LTE, International Version (No US Warranty), 128GB, 6GB, Blue - GSM Unlocked - 64GB SD + Case Bundle",$478.00,4.4 out of 5 stars,"6,282",https://www.amazon.com/Samsung-Unlocked-International-A715F-DS/dp/B089HXXJGX/ref=sr_1_147?dchild=1&keywords=lg+mobile&qid=1634308890&sr=8-147
"LG Phoenix 4 AT&T Prepaid Smartphone with 16GB, 4G LTE, Android 7.1 OS, 8MP + 5MP Cameras - Black",$89.99,4.3 out of 5 stars,980,https://www.amazon.com/Phoenix-16GB-Memory-Prepaid-Phone/dp/B07RQFB4TP/ref=sr_1_148?dchild=1&keywords=lg+mobile&qid=1634308890&sr=8-148
TracFone LG Journey 4G LTE Prepaid Smartphone (Locked) - Black - 32GB - SIM Card Included - CDMA - Fustration Free Packaging,$29.99,4.4 out of 5 stars,506,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg9_1?ie=UTF8&adId=A005972527SV7BZAZ3YFB&url=%2FTracFone-LG-Journey-Prepaid-Smartphone%2Fdp%2FB09238C448%2Fref%3Dsr_1_149_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634308890%26sr%3D8-149-spons%26psc%3D1&qualifier=1634308890&id=6365265519531459&widgetName=sp_btf
