Description,Price,Rating,Review Count,URL
Nokia 3.4 | Android 10 | Unlocked Smartphone | 2-Day Battery | US Version | 3/64GB | 6.39-Inch Screen | Triple Camera | Charcoal,$169.00,3.9 out of 5 stars,306,https://www.amazon.com/Nokia-Unlocked-Smartphone-6-39-Inch-Charcoal/dp/B08MWRCZL8/ref=sr_1_62?dchild=1&keywords=lg+mobile&qid=1634309352&sr=8-62
"LG V30 Silver for Verizon 64gb - LTE - 6in QHD Plus FullVision Display, LTE, GSM (Renewed)",$148.95,4.3 out of 5 stars,651,https://www.amazon.com/LG-V30-Silver-Verizon-64gb/dp/B079YSZ9R2/ref=sr_1_63?dchild=1&keywords=lg+mobile&qid=1634309352&sr=8-63
TracFone Carrier-Locked LG Stylo 4 4G LTE Prepaid Smartphone - Black - 16GB - Sim Card Included - CDMA,$158.54,4.3 out of 5 stars,330,https://www.amazon.com/TracFone-Stylo-LTE-Prepaid-Smartphone/dp/B07GC5QFX1/ref=sr_1_64?dchild=1&keywords=lg+mobile&qid=1634309352&sr=8-64
"LG G8X ThinQ (128GB, 6GB) 6.4"" Snapdragon 855, Sprint Carrier Locked Smartphone",$279.99,,,https://www.amazon.com/LG-Snapdragon-Sprint-Carrier-Smartphone/dp/B08C33TV1F/ref=sr_1_68?dchild=1&keywords=lg+mobile&qid=1634309352&sr=8-68
TracFone LG Journey 4G LTE Prepaid Smartphone (Locked) - Black - 32GB - SIM Card Included - CDMA - Fustration Free Packaging,$29.99,4.4 out of 5 stars,506,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A005972527SV7BZAZ3YFB&url=%2FTracFone-LG-Journey-Prepaid-Smartphone%2Fdp%2FB09238C448%2Fref%3Dsr_1_69_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634309352%26sr%3D8-69-spons%26psc%3D1&qualifier=1634309352&id=7854460262851010&widgetName=sp_btf
$15/Month Mint Mobile Wireless Plan | 4GB of 5G • 4G LTE Data + Unlimited Talk & Text for 3 Months (3-in-1 GSM SIM Card),$45.00,4.3 out of 5 stars,"2,775",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg4_1?ie=UTF8&adId=A04976201LFBJ25NNA8G9&url=%2FMint-Mobile-Wireless-Unlimited-3-Months%2Fdp%2FB0741FV7ZV%2Fref%3Dsr_1_70_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634309352%26sr%3D8-70-spons%26psc%3D1%26smid%3DA1PVJZ1CYRZAP3&qualifier=1634309352&id=7854460262851010&widgetName=sp_btf
Google Fi SIM Card Kit,$9.99,4.0 out of 5 stars,"2,019",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A051183338A4QJHBOHW80&url=%2FGoogle-Fi-SIM-Card-Kit%2Fdp%2FB07P5GP11P%2Fref%3Dsr_1_65_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634309361%26sr%3D8-65-spons%26psc%3D1&qualifier=1634309361&id=6176662545735172&widgetName=sp_atf_next
"Case for Coolpad Legacy Brisa Protective Cases for Coolpad Legacy Brisa 6.5 inch (2020),Built in Kickstand | Military Grade |Heavy-Duty (Blue)",$11.59,4.4 out of 5 stars,161,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A06483622CJDNNNC5Z3G5&url=%2FCoolpad-Protective-Kickstand-Military-Heavy-Duty%2Fdp%2FB08NGQ7XGK%2Fref%3Dsr_1_66_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634309361%26sr%3D8-66-spons%26psc%3D1%26smid%3DA2HNMX8BO0UJAH&qualifier=1634309361&id=6176662545735172&widgetName=sp_atf_next
"LG G5 H820 (32GB + 4GB RAM) 5.3"" 4G LTE AT&T Unlocked GSM Smartphone (US Warranty) (Silver)",$179.00,3.5 out of 5 stars,88,https://www.amazon.com/LG-G5-32GB-Unlocked-Smartphone/dp/B06WLNYK8M/ref=sr_1_68?dchild=1&keywords=lg+mobile&qid=1634309361&sr=8-68
"LG K92 5G (128GB, 6GB) 6.7"" FHD+, Snapdragon 690, 64MP Quad Camera, US 5G / Global 4G LTE AT&T Unlocked (Cricket, Global/NOT for T-Mobile) LM-K920AM (64GB SD Bundle, Titan Gray)",$234.34,4.2 out of 5 stars,24,https://www.amazon.com/LG-Snapdragon-Unlocked-T-Mobile-LM-K920AM/dp/B092FFBWZ5/ref=sr_1_71?dchild=1&keywords=lg+mobile&qid=1634309361&sr=8-71
"$30/Month Mint Mobile Wireless Plan | Unlimited Talk, Text & Data for 3-Months (3-in-1 GSM SIM Card)",$90.00,4.1 out of 5 stars,391,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A01698211V32Z58MG63IN&url=%2FMint-Mobile-Wireless-Unlimited-3-Months%2Fdp%2FB08FXRTYPH%2Fref%3Dsr_1_75_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634309361%26sr%3D8-75-spons%26psc%3D1&qualifier=1634309361&id=6176662545735172&widgetName=sp_mtf
Tracfone Keep Your Own Phone 3-in-1 Prepaid SIM Kit,$1.00,4.3 out of 5 stars,"4,094",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A04754351M6XYX7VV97A9&url=%2FeGift-Promotion-Tracfone-Phone-Prepaid%2Fdp%2FB0728N8PT9%2Fref%3Dsr_1_76_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634309361%26sr%3D8-76-spons%26psc%3D1&qualifier=1634309361&id=6176662545735172&widgetName=sp_mtf
"LG Phoenix 4 Smartphone, 4G LTE, Android 7.1 OS, 16GB, Black for AT&T Prepaid",$89.99,4.3 out of 5 stars,548,https://www.amazon.com/LG-Phoenix-Prepaid-Smartphone-Android/dp/B07PS7Y8SX/ref=sr_1_77?dchild=1&keywords=lg+mobile&qid=1634309361&sr=8-77
"LG G8X ThinQ (128GB, 6GB) 6.4"" Snapdragon 855, Sprint Carrier Locked Smartphone",$279.99,,,https://www.amazon.com/LG-Snapdragon-Sprint-Carrier-Smartphone/dp/B08C33TV1F/ref=sr_1_80?dchild=1&keywords=lg+mobile&qid=1634309361&sr=8-80
"LG V50 ThinQ 5G 128GB LM-V450 5G Smartphone (Renewed) (Black, Sprint)",$254.00,3.8 out of 5 stars,38,https://www.amazon.com/LG-LM-V450-Smartphone-Renewed-Sprint/dp/B08NLLDG1K/ref=sr_1_84?dchild=1&keywords=lg+mobile&qid=1634309361&sr=8-84
TracFone LG Journey 4G LTE Prepaid Smartphone (Locked) - Black - 32GB - SIM Card Included - CDMA - Fustration Free Packaging,$29.99,4.4 out of 5 stars,506,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg5_1?ie=UTF8&adId=A005972527SV7BZAZ3YFB&url=%2FTracFone-LG-Journey-Prepaid-Smartphone%2Fdp%2FB09238C448%2Fref%3Dsr_1_85_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634309361%26sr%3D8-85-spons%26psc%3D1&qualifier=1634309361&id=6176662545735172&widgetName=sp_btf
TracFone LG Premier Pro Plus 4G LTE Prepaid Smartphone (Locked) - Black - 32GB - Sim Card Included - CDMA,$71.00,4.0 out of 5 stars,180,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg5_1?ie=UTF8&adId=A04763275M5XQW06ABOJ&url=%2FTracFone-Premier-Prepaid-Smartphone-Locked%2Fdp%2FB08J4J18SP%2Fref%3Dsr_1_86_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634309361%26sr%3D8-86-spons%26psc%3D1&qualifier=1634309361&id=6176662545735172&widgetName=sp_btf
"SAMSUNG Galaxy S20 FE 5G Factory Unlocked Android Cell Phone 128GB US Version Smartphone Pro-Grade Camera 30X Space Zoom Night Mode, Cloud Navy",$599.99,4.6 out of 5 stars,"7,059",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A08321811Y6GC26RJ78II&url=%2FSamsung-Factory-Unlocked-Smartphone-Pro-Grade%2Fdp%2FB08FYTSXGQ%2Fref%3Dsr_1_81_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634309370%26sr%3D8-81-spons%26psc%3D1&qualifier=1634309370&id=1780090997254305&widgetName=sp_atf_next
"[Sturdy Version] VICSEED 15"" Long Cup Holder Phone Mount, [Stable & Adjustable] Gooseneck Automobile Cup Phone Holder for Car, Compatible with iPhone 13 12 SE Galaxy LG Pixel All Mobile Phones",$35.99,4.5 out of 5 stars,965,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A04290853JXRDJ8CFNYPV&url=%2FVICSEED-Upgraded-Stable-Holder-Universal%2Fdp%2FB0839FX5RL%2Fref%3Dsr_1_82_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634309370%26sr%3D8-82-spons%26psc%3D1&qualifier=1634309370&id=1780090997254305&widgetName=sp_atf_next
"LG V50 ThinQ 5G 128GB LM-V450 5G Smartphone (Renewed) (Black, Sprint)",$254.00,3.8 out of 5 stars,38,https://www.amazon.com/LG-LM-V450-Smartphone-Renewed-Sprint/dp/B08NLLDG1K/ref=sr_1_85?dchild=1&keywords=lg+mobile&qid=1634309370&sr=8-85
Total Wireless LG Premier Pro Plus 4G LTE Prepaid Smartphone (Locked) - Black - 32GB - Sim Card Included - CDMA,$61.99,4.3 out of 5 stars,110,https://www.amazon.com/Total-Wireless-Premier-Prepaid-Smartphone/dp/B08J4JYLCN/ref=sr_1_87?dchild=1&keywords=lg+mobile&qid=1634309370&sr=8-87
"LG G6 H870 Single SIM 32GB - 5.7"" inch (GSM Only, No CDMA) Factory Unlocked 4G/LTE Smartphone (Ice Platinum)",$199.99,4.1 out of 5 stars,96,https://www.amazon.com/LG-H870-Single-32GB-International/dp/B06Y21B3Z4/ref=sr_1_90?dchild=1&keywords=lg+mobile&qid=1634309370&sr=8-90
$25/Month Mint Mobile Wireless Plan | 15GB of 5G • 4G LTE Data + Unlimited Talk & Text for 3 Months (3-in-1 GSM SIM Card),$75.00,4.3 out of 5 stars,762,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A0769216G7FF9OAHW6C8&url=%2FMint-Mobile-Wireless-Unlimited-3-Months%2Fdp%2FB0741FC1L4%2Fref%3Dsr_1_91_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634309370%26sr%3D8-91-spons%26psc%3D1%26smid%3DA1PVJZ1CYRZAP3&qualifier=1634309370&id=1780090997254305&widgetName=sp_mtf
Tracfone Keep Your Own Phone 3-in-1 Prepaid SIM Kit,$1.00,4.3 out of 5 stars,"4,094",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A04754351M6XYX7VV97A9&url=%2FeGift-Promotion-Tracfone-Phone-Prepaid%2Fdp%2FB0728N8PT9%2Fref%3Dsr_1_92_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634309370%26sr%3D8-92-spons%26psc%3D1&qualifier=1634309370&id=1780090997254305&widgetName=sp_mtf
Net10 LG K31 Rebel 4G LTE Prepaid Smartphone (Locked) - Black - 32GB - Sim Card Included - CDMA,$39.99,4.2 out of 5 stars,158,https://www.amazon.com/Net10-Rebel-Prepaid-Smartphone-Locked/dp/B08J5JLKTT/ref=sr_1_96?dchild=1&keywords=lg+mobile&qid=1634309370&sr=8-96
LG K40 X420 32GB Unlocked GSM Phone w/ 16MP Camera - Aurora Black (Renewed),$99.99,3.9 out of 5 stars,163,https://www.amazon.com/LG-X420-Unlocked-Phone-Camera/dp/B083JJGXQK/ref=sr_1_98?dchild=1&keywords=lg+mobile&qid=1634309370&sr=8-98
TracFone LG Journey 4G LTE Prepaid Smartphone (Locked) - Black - 32GB - SIM Card Included - CDMA - Fustration Free Packaging,$29.99,4.4 out of 5 stars,506,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg6_1?ie=UTF8&adId=A005972527SV7BZAZ3YFB&url=%2FTracFone-LG-Journey-Prepaid-Smartphone%2Fdp%2FB09238C448%2Fref%3Dsr_1_101_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634309370%26sr%3D8-101-spons%26psc%3D1&qualifier=1634309370&id=1780090997254305&widgetName=sp_btf
TracFone LG Premier Pro Plus 4G LTE Prepaid Smartphone (Locked) - Black - 32GB - Sim Card Included - CDMA,$71.00,4.0 out of 5 stars,180,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg6_1?ie=UTF8&adId=A04763275M5XQW06ABOJ&url=%2FTracFone-Premier-Prepaid-Smartphone-Locked%2Fdp%2FB08J4J18SP%2Fref%3Dsr_1_102_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634309370%26sr%3D8-102-spons%26psc%3D1&qualifier=1634309370&id=1780090997254305&widgetName=sp_btf
Google Fi SIM Card Kit,$9.99,4.0 out of 5 stars,"2,019",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg7_1?ie=UTF8&adId=A051183338A4QJHBOHW80&url=%2FGoogle-Fi-SIM-Card-Kit%2Fdp%2FB07P5GP11P%2Fref%3Dsr_1_97_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634309378%26sr%3D8-97-spons%26psc%3D1&qualifier=1634309378&id=5320053393806947&widgetName=sp_atf_next
TracFone LG Premier Pro Plus 4G LTE Prepaid Smartphone (Locked) - Black - 32GB - Sim Card Included - CDMA,$71.00,4.0 out of 5 stars,180,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg7_1?ie=UTF8&adId=A04763275M5XQW06ABOJ&url=%2FTracFone-Premier-Prepaid-Smartphone-Locked%2Fdp%2FB08J4J18SP%2Fref%3Dsr_1_98_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634309378%26sr%3D8-98-spons%26psc%3D1&qualifier=1634309378&id=5320053393806947&widgetName=sp_atf_next
LG K61 4G LTE Quad Camera 128GB / 4GB Ram (AT&T/Cricket/Mint/Tmobile) Latin Caribbean 6.53 Octa Core (White),$249.99,,,https://www.amazon.com/Camera-128GB-Cricket-Tmobile-Caribbean/dp/B08LMKKBYD/ref=sr_1_99?dchild=1&keywords=lg+mobile&qid=1634309378&sr=8-99
"LG B470 AT&T Prepaid Basic 3g Flip Phone, Black - Carrier Locked to AT&T",$83.36,4.1 out of 5 stars,494,https://www.amazon.com/LG-B470-Prepaid-Basic-Phone/dp/B01JB4NP6Q/ref=sr_1_102?dchild=1&keywords=lg+mobile&qid=1634309378&sr=8-102
"LG G6 H870 Single SIM 32GB - 5.7"" inch (GSM Only, No CDMA) Factory Unlocked 4G/LTE Smartphone (Ice Platinum)",$199.99,4.1 out of 5 stars,96,https://www.amazon.com/LG-H870-Single-32GB-International/dp/B06Y21B3Z4/ref=sr_1_103?dchild=1&keywords=lg+mobile&qid=1634309378&sr=8-103
"$30/Month Mint Mobile Wireless Plan | Unlimited Talk, Text & Data for 3-Months (3-in-1 GSM SIM Card)",$90.00,4.1 out of 5 stars,391,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg7_1?ie=UTF8&adId=A01698211V32Z58MG63IN&url=%2FMint-Mobile-Wireless-Unlimited-3-Months%2Fdp%2FB08FXRTYPH%2Fref%3Dsr_1_107_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634309378%26sr%3D8-107-spons%26psc%3D1&qualifier=1634309378&id=5320053393806947&widgetName=sp_mtf
$25/Month Mint Mobile Wireless Plan | 15GB of 5G • 4G LTE Data + Unlimited Talk & Text for 3 Months (3-in-1 GSM SIM Card),$75.00,4.3 out of 5 stars,762,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg7_1?ie=UTF8&adId=A0769216G7FF9OAHW6C8&url=%2FMint-Mobile-Wireless-Unlimited-3-Months%2Fdp%2FB0741FC1L4%2Fref%3Dsr_1_108_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634309378%26sr%3D8-108-spons%26psc%3D1%26smid%3DA1PVJZ1CYRZAP3&qualifier=1634309378&id=5320053393806947&widgetName=sp_mtf
LG AKA H788 Mobile Phone (Blue) - International Version No Warranty,$188.99,5.0 out of 5 stars,2,https://www.amazon.com/LG-H788-Mobile-Phone-Blue/dp/B00VGJ64PY/ref=sr_1_113?dchild=1&keywords=lg+mobile&qid=1634309378&sr=8-113
TracFone LG Premier Pro Plus 4G LTE Prepaid Smartphone (Locked) - Black - 32GB - Sim Card Included - CDMA,$71.00,4.0 out of 5 stars,180,https://www.amazon.com/TracFone-Premier-Prepaid-Smartphone-Locked/dp/B08J4J18SP/ref=sr_1_115?dchild=1&keywords=lg+mobile&qid=1634309378&sr=8-115
TracFone LG Journey 4G LTE Prepaid Smartphone (Locked) - Black - 32GB - SIM Card Included - CDMA - Fustration Free Packaging,$29.99,4.4 out of 5 stars,506,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg7_1?ie=UTF8&adId=A005972527SV7BZAZ3YFB&url=%2FTracFone-LG-Journey-Prepaid-Smartphone%2Fdp%2FB09238C448%2Fref%3Dsr_1_117_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634309378%26sr%3D8-117-spons%26psc%3D1&qualifier=1634309378&id=5320053393806947&widgetName=sp_btf
$15/Month Mint Mobile Wireless Plan | 4GB of 5G • 4G LTE Data + Unlimited Talk & Text for 3 Months (3-in-1 GSM SIM Card),$45.00,4.3 out of 5 stars,"2,775",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg7_1?ie=UTF8&adId=A04976201LFBJ25NNA8G9&url=%2FMint-Mobile-Wireless-Unlimited-3-Months%2Fdp%2FB0741FV7ZV%2Fref%3Dsr_1_118_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634309378%26sr%3D8-118-spons%26psc%3D1%26smid%3DA1PVJZ1CYRZAP3&qualifier=1634309378&id=5320053393806947&widgetName=sp_btf
"[Sturdy Version] VICSEED 15"" Long Cup Holder Phone Mount, [Stable & Adjustable] Gooseneck Automobile Cup Phone Holder for Car, Compatible with iPhone 13 12 SE Galaxy LG Pixel All Mobile Phones",$35.99,4.5 out of 5 stars,965,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg8_1?ie=UTF8&adId=A04290853JXRDJ8CFNYPV&url=%2FVICSEED-Upgraded-Stable-Holder-Universal%2Fdp%2FB0839FX5RL%2Fref%3Dsr_1_113_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634309387%26sr%3D8-113-spons%26psc%3D1&qualifier=1634309387&id=141013139436328&widgetName=sp_atf_next
"TCL 10 Pro Unlocked Android Smartphone with 6.47"" AMOLED FHD + Display, 64MP Quad Rear Camera System, 128GB+6GB RAM, 4500mAh Fast Charging Battery - Forest Mist Green",$399.99,4.2 out of 5 stars,822,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg8_1?ie=UTF8&adId=A06184266QXLRQ833T2W&url=%2FTCL-Unlocked-Android-Smartphone-Charging%2Fdp%2FB087LW5VR1%2Fref%3Dsr_1_114_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634309387%26sr%3D8-114-spons%26psc%3D1&qualifier=1634309387&id=141013139436328&widgetName=sp_atf_next
$25/Month Mint Mobile Wireless Plan | 15GB of 5G • 4G LTE Data + Unlimited Talk & Text for 3 Months (3-in-1 GSM SIM Card),$75.00,4.3 out of 5 stars,762,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg8_1?ie=UTF8&adId=A0769216G7FF9OAHW6C8&url=%2FMint-Mobile-Wireless-Unlimited-3-Months%2Fdp%2FB0741FC1L4%2Fref%3Dsr_1_123_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634309387%26sr%3D8-123-spons%26psc%3D1%26smid%3DA1PVJZ1CYRZAP3&qualifier=1634309387&id=141013139436328&widgetName=sp_mtf
Tracfone Keep Your Own Phone 3-in-1 Prepaid SIM Kit,$1.00,4.3 out of 5 stars,"4,094",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg8_1?ie=UTF8&adId=A04754351M6XYX7VV97A9&url=%2FeGift-Promotion-Tracfone-Phone-Prepaid%2Fdp%2FB0728N8PT9%2Fref%3Dsr_1_124_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634309387%26sr%3D8-124-spons%26psc%3D1&qualifier=1634309387&id=141013139436328&widgetName=sp_mtf
"TCL 10 Pro Unlocked Android Smartphone with 6.47"" AMOLED FHD + Display, 64MP Quad Rear Camera System, 128GB+6GB RAM, 4500mAh Fast Charging Battery",$399.99,4.2 out of 5 stars,822,https://www.amazon.com/TCL-Unlocked-Android-Smartphone-Charging/dp/B087LZNMYB/ref=sr_1_127?dchild=1&keywords=lg+mobile&qid=1634309387&sr=8-127
Nokia 2.4 | Android 10 | Unlocked Smartphone | 2-Day Battery | Dual SIM | US Version | 2/32GB | 6.5-Inch Screen | Charcoal,$139.99,3.7 out of 5 stars,538,https://www.amazon.com/Nokia-Unlocked-Smartphone-Fingerprint-Assistant/dp/B08JRF9L15/ref=sr_1_128?dchild=1&keywords=lg+mobile&qid=1634309387&sr=8-128
Nokia 3.4 | Android 10 | Unlocked Smartphone | 2-Day Battery | US Version | 3/64GB | 6.39-Inch Screen | Triple Camera | Charcoal,$169.00,3.9 out of 5 stars,306,https://www.amazon.com/Nokia-Unlocked-Smartphone-6-39-Inch-Charcoal/dp/B08MWRCZL8/ref=sr_1_129?dchild=1&keywords=lg+mobile&qid=1634309387&sr=8-129
LG 420G Prepaid Cell Phone Tracfone,$54.99,3.3 out of 5 stars,78,https://www.amazon.com/LG-Pre-Paid-Phone-TracFone-Bluetooth/dp/B003NS3KBM/ref=sr_1_130?dchild=1&keywords=lg+mobile&qid=1634309387&sr=8-130
TracFone LG Journey 4G LTE Prepaid Smartphone (Locked) - Black - 32GB - SIM Card Included - CDMA - Fustration Free Packaging,$29.99,4.4 out of 5 stars,506,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg8_1?ie=UTF8&adId=A005972527SV7BZAZ3YFB&url=%2FTracFone-LG-Journey-Prepaid-Smartphone%2Fdp%2FB09238C448%2Fref%3Dsr_1_133_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634309387%26sr%3D8-133-spons%26psc%3D1&qualifier=1634309387&id=141013139436328&widgetName=sp_btf
TracFone LG Premier Pro Plus 4G LTE Prepaid Smartphone (Locked) - Black - 32GB - Sim Card Included - CDMA,$71.00,4.0 out of 5 stars,180,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg8_1?ie=UTF8&adId=A04763275M5XQW06ABOJ&url=%2FTracFone-Premier-Prepaid-Smartphone-Locked%2Fdp%2FB08J4J18SP%2Fref%3Dsr_1_134_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634309387%26sr%3D8-134-spons%26psc%3D1&qualifier=1634309387&id=141013139436328&widgetName=sp_btf
"[Sturdy Version] VICSEED 15"" Long Cup Holder Phone Mount, [Stable & Adjustable] Gooseneck Automobile Cup Phone Holder for Car, Compatible with iPhone 13 12 SE Galaxy LG Pixel All Mobile Phones",$35.99,4.5 out of 5 stars,965,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg9_1?ie=UTF8&adId=A04290853JXRDJ8CFNYPV&url=%2FVICSEED-Upgraded-Stable-Holder-Universal%2Fdp%2FB0839FX5RL%2Fref%3Dsr_1_129_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634309396%26sr%3D8-129-spons%26psc%3D1&qualifier=1634309396&id=6522996799625710&widgetName=sp_atf_next
"TCL 10 Pro Unlocked Android Smartphone with 6.47"" AMOLED FHD + Display, 64MP Quad Rear Camera System, 128GB+6GB RAM, 4500mAh Fast Charging Battery - Forest Mist Green",$399.99,4.2 out of 5 stars,822,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg9_1?ie=UTF8&adId=A06184266QXLRQ833T2W&url=%2FTCL-Unlocked-Android-Smartphone-Charging%2Fdp%2FB087LW5VR1%2Fref%3Dsr_1_130_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634309396%26sr%3D8-130-spons%26psc%3D1&qualifier=1634309396&id=6522996799625710&widgetName=sp_atf_next
"LG B470 AT&T Prepaid Basic 3g Flip Phone, Black - Carrier Locked to AT&T",$83.36,4.1 out of 5 stars,494,https://www.amazon.com/LG-B470-Prepaid-Basic-Phone/dp/B01JB4NP6Q/ref=sr_1_133?dchild=1&keywords=lg+mobile&qid=1634309396&sr=8-133
LG Optimus Zone 2 (Verizon Prepaid),$44.99,3.8 out of 5 stars,172,https://www.amazon.com/LG-Optimus-Zone-Verizon-Prepaid/dp/B00LOVW1AQ/ref=sr_1_135?dchild=1&keywords=lg+mobile&qid=1634309396&sr=8-135
$25/Month Mint Mobile Wireless Plan | 15GB of 5G • 4G LTE Data + Unlimited Talk & Text for 3 Months (3-in-1 GSM SIM Card),$75.00,4.3 out of 5 stars,762,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg9_1?ie=UTF8&adId=A0769216G7FF9OAHW6C8&url=%2FMint-Mobile-Wireless-Unlimited-3-Months%2Fdp%2FB0741FC1L4%2Fref%3Dsr_1_139_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634309396%26sr%3D8-139-spons%26psc%3D1%26smid%3DA1PVJZ1CYRZAP3&qualifier=1634309396&id=6522996799625710&widgetName=sp_mtf
Tracfone Keep Your Own Phone 3-in-1 Prepaid SIM Kit,$1.00,4.3 out of 5 stars,"4,094",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg9_1?ie=UTF8&adId=A04754351M6XYX7VV97A9&url=%2FeGift-Promotion-Tracfone-Phone-Prepaid%2Fdp%2FB0728N8PT9%2Fref%3Dsr_1_140_sspa%3Fdchild%3D1%26keywords%3Dlg%2Bmobile%26qid%3D1634309396%26sr%3D8-140-spons%26psc%3D1&qualifier=1634309396&id=6522996799625710&widgetName=sp_mtf
